#mockID apara_BAO aperp_BAO apara_RSD aperp_RSD fs8
513 0.998229 1.008200 1.006746 0.989664 0.439206
514 1.011240 0.997863 0.964312 1.008165 0.559462
515 1.049920 0.987104 1.000995 0.969889 0.408747
516 1.070390 0.995291 1.060271 0.999121 0.484657
517 0.939684 1.016000 0.893452 1.007454 0.553933
518 1.002320 0.994048 0.939138 1.003744 0.590114
519 0.995547 1.024800 0.890952 1.058781 0.668525
520 1.028500 1.023220 0.968016 1.005909 0.529530
521 1.017760 1.014460 0.959154 1.013251 0.579019
522 1.003060 0.982441 0.904937 1.001301 0.549418
523 1.057260 0.991736 1.024095 0.972751 0.396581
524 1.025950 1.011970 0.996197 1.003120 0.437610
525 0.971068 1.003650 0.968485 0.992076 0.474965
526 1.052110 0.990399 0.833921 1.081006 0.707422
527 0.994280 0.985465 1.018153 0.997080 0.432066
528 1.038440 1.002250 0.871015 1.045479 0.622475
529 1.009560 1.020730 0.953508 1.020374 0.574405
530 1.025390 0.980694 1.002805 0.958956 0.458280
531 1.027510 0.983547 1.010916 0.971865 0.444159
532 1.008350 1.002710 0.925973 1.019076 0.584728
533 0.988576 1.015450 0.989952 1.019750 0.500472
534 0.987995 1.014450 0.990442 1.007165 0.492975
535 1.064170 0.994462 0.980737 1.008207 0.522921
536 0.993124 0.998043 0.968853 0.981755 0.462305
537 0.989478 1.015000 0.992248 1.017611 0.558990
538 0.991454 0.992797 1.041562 0.944640 0.408097
539 1.000040 1.020930 0.976874 0.997222 0.551608
540 1.016070 0.980452 0.962291 0.982814 0.497223
541 0.973944 1.009260 0.948872 1.011531 0.526842
542 0.980910 1.008060 0.948526 1.022189 0.520121
543 0.965689 1.028970 0.954705 1.042063 0.601995
544 1.034190 1.004200 0.957134 0.999297 0.577086
545 1.042640 0.973565 0.994021 0.944586 0.453567
546 1.008550 0.987985 0.986649 1.010517 0.476964
547 0.967216 1.022440 0.932833 0.993721 0.500323
548 1.012560 0.985809 0.865733 1.011328 0.624586
549 1.019100 0.983343 0.953741 1.001528 0.622156
550 1.057270 0.996884 1.034288 0.988321 0.500598
551 1.004690 0.994803 0.950633 0.994259 0.555199
552 1.002580 0.994098 1.004752 0.971457 0.474704
553 1.017200 1.003090 0.909539 1.028957 0.623914
554 0.984077 1.005450 0.970440 0.984368 0.461836
555 1.037310 0.996987 1.104242 0.973097 0.379078
556 1.004730 1.000760 0.972147 1.014205 0.474625
557 1.026980 0.974117 1.000341 0.960159 0.466979
558 1.021840 1.022330 0.820437 1.054731 0.764305
559 1.023920 0.961809 1.027981 0.950596 0.413489
560 0.999094 0.994646 0.898341 1.006212 0.665539
561 1.040090 0.988760 1.021576 0.986455 0.467146
562 0.984845 0.990037 0.900160 1.010847 0.562754
563 1.041080 1.016310 0.916392 1.034548 0.553866
564 0.980000 1.010160 0.926752 0.985815 0.528298
565 1.042430 0.992627 1.009664 0.998654 0.454556
566 0.997753 1.005820 0.890599 1.033450 0.582389
567 1.018390 1.013180 0.966253 1.027386 0.507928
568 1.003490 0.987880 0.927483 0.982028 0.540745
569 0.977954 1.005930 0.893499 1.017622 0.545777
570 0.996387 1.009670 0.977070 1.016027 0.520137
571 0.990450 1.012260 0.962397 0.990063 0.472733
572 0.996107 0.981471 0.907378 1.015724 0.589993
573 1.043800 0.976698 1.052443 0.954856 0.386014
574 1.067000 0.984264 1.034415 0.943568 0.430529
575 1.001510 1.008160 0.884281 1.006948 0.561223
576 1.050720 1.001700 1.134843 0.910286 0.302268
577 1.020960 0.971918 0.930760 1.015145 0.517174
578 1.053520 0.979082 0.983901 1.017183 0.466669
579 1.020530 0.999384 0.871263 1.005808 0.605082
580 0.981924 1.015790 0.920726 1.016118 0.552178
581 0.998028 1.000860 0.988160 0.983210 0.500793
582 1.051980 0.983156 0.993761 0.993929 0.476789
583 0.973759 1.020890 0.987178 1.004006 0.518541
584 1.013300 1.018300 0.995301 0.999016 0.514470
585 0.989254 1.013380 0.950826 1.018006 0.564765
586 0.989353 1.002100 0.982116 1.006504 0.552352
587 0.982588 1.007210 0.957570 1.007728 0.614482
588 0.998533 1.007450 0.952489 1.006303 0.528568
589 1.006550 1.015450 0.982082 1.029474 0.531714
590 1.056330 0.986284 0.977719 0.983285 0.442909
591 1.014270 1.002900 0.927588 1.021007 0.537111
592 0.984527 1.024680 0.884723 1.079537 0.662446
593 0.985300 1.005540 0.973041 0.989830 0.464100
594 0.981240 1.006590 0.952234 0.996873 0.533452
595 1.029150 0.980311 1.035631 0.949940 0.423257
596 1.030280 0.990711 0.833199 1.018405 0.651633
597 1.002120 1.005350 1.006175 0.984610 0.435769
598 1.013590 1.020670 1.030737 1.011647 0.451450
599 0.996168 1.001760 0.998450 0.951959 0.370929
600 0.969982 1.028880 0.975684 0.989144 0.447368
601 1.009190 0.996463 1.033634 0.998603 0.451805
602 0.978742 0.998485 0.920399 1.009326 0.530517
603 1.039600 0.981342 0.996357 0.968622 0.409305
604 1.013270 1.011570 0.984701 1.003199 0.476482
605 0.970691 1.006930 0.955939 0.958526 0.483715
606 0.992121 1.006400 0.924288 1.051648 0.620145
607 1.032940 0.983876 0.839572 1.011285 0.658309
608 0.999964 0.998193 0.943339 1.010174 0.528632
609 1.012740 0.990121 1.007302 1.012877 0.478597
610 1.001470 1.019790 0.962541 1.026057 0.547845
611 1.003740 0.995110 1.023433 0.947004 0.379079
612 0.951926 1.017460 0.967616 0.979200 0.506546
613 0.981216 1.004720 0.887449 1.039758 0.586184
614 1.033770 0.970215 1.047280 0.952555 0.431366
615 1.016620 1.049320 1.009074 1.009912 0.488771
616 1.006550 1.013180 0.990153 1.004170 0.536444
617 1.022940 1.021810 0.968986 1.028684 0.508208
618 0.985432 1.000140 0.935465 1.001582 0.536101
619 1.008930 1.010340 0.914141 1.035265 0.610129
620 0.990753 1.028590 0.974705 1.009876 0.447159
621 1.011170 1.019650 1.006008 0.991931 0.523793
622 0.981168 1.013730 0.954504 1.016286 0.526371
623 1.007230 0.995477 0.856352 1.004368 0.602636
624 1.003210 0.995112 0.982458 0.995715 0.495292
625 1.002050 1.026630 0.873933 1.054326 0.651733
626 0.987024 0.992604 0.928650 1.030594 0.542964
627 1.023050 1.018130 0.995284 1.014661 0.507466
628 1.045250 1.002040 1.051685 1.003948 0.435785
629 0.998904 0.991660 0.954787 0.992678 0.494060
630 1.033900 0.987706 0.961003 0.966080 0.476283
631 1.022630 1.001750 1.007140 0.985221 0.474377
632 1.006790 0.993260 0.882797 0.992971 0.559992
633 1.061190 0.993141 0.985831 0.966966 0.497830
634 1.027390 1.034580 0.980413 1.013975 0.527060
635 1.033250 0.978683 0.982522 0.986129 0.516688
636 1.027960 1.007650 0.978651 0.996065 0.558959
637 0.968778 1.001380 0.945626 1.012337 0.559266
638 1.004440 1.030540 0.999240 1.017421 0.520900
639 0.996237 1.004000 0.927487 1.005872 0.524546
640 1.034060 1.011120 0.986685 0.997574 0.490865
641 1.029270 0.994724 1.000696 0.970125 0.413527
642 1.094620 1.003890 0.897339 1.035707 0.623897
643 1.025130 0.984788 1.032657 0.976702 0.395713
644 0.976541 1.043290 0.913127 1.032655 0.610136
645 1.001330 1.002920 0.901051 1.019614 0.628206
646 1.020720 0.994670 0.923122 1.021138 0.551594
647 0.981574 1.042610 0.894801 1.043079 0.534245
648 1.012460 1.006480 0.979379 1.002368 0.467489
649 0.976932 1.003370 0.990580 0.984237 0.463478
650 0.971040 1.003380 0.979163 1.000739 0.477278
651 0.970621 1.021420 0.862843 1.037098 0.596864
652 1.012480 1.006280 0.901136 1.048546 0.616460
653 0.976922 1.018170 0.980805 0.989735 0.485428
654 0.974392 1.020900 0.961648 1.036755 0.523389
655 1.010650 0.998883 0.882016 1.001544 0.547783
656 1.022190 1.003420 0.941228 1.003101 0.525197
657 1.050800 0.978043 1.090704 0.909602 0.343116
658 1.054700 0.991203 1.034930 0.964568 0.405155
659 1.015780 1.027170 1.014303 1.016451 0.505744
660 0.983612 0.984474 1.000424 0.965385 0.445279
661 0.984337 1.031510 0.991675 1.010240 0.557270
662 1.011110 0.988519 0.941538 1.006127 0.580952
663 1.033430 0.982252 0.955450 0.986684 0.451667
664 1.013870 1.014970 0.924369 1.056479 0.626845
665 1.026680 0.994052 0.907901 1.027679 0.579510
666 1.034010 0.977251 0.987360 0.971501 0.420066
667 0.998492 1.005120 0.952345 1.008671 0.548512
668 1.021130 0.994498 0.884549 1.039460 0.658329
669 0.968189 1.010630 0.918188 1.016951 0.544520
670 1.013340 1.022660 0.998237 1.004089 0.487269
671 1.005290 1.009880 0.939921 1.031743 0.567451
672 1.009870 1.025570 0.973268 1.030117 0.524025
673 1.056580 0.987650 1.040365 0.963732 0.484805
674 1.038370 0.981567 0.885283 1.046240 0.628525
675 0.993087 0.990005 0.934846 0.981121 0.522030
676 1.015200 1.023500 1.027144 0.983555 0.440369
677 1.028030 1.012590 0.951762 1.005579 0.495484
678 0.980901 1.019580 0.925054 0.991767 0.553999
679 0.978393 1.012230 0.911733 1.032817 0.575001
680 1.029640 1.010630 1.021013 1.012007 0.495507
681 0.951100 1.013000 0.941320 1.007430 0.506691
682 0.973957 1.030900 1.003696 0.997208 0.498154
683 0.999052 1.041250 0.899881 1.040811 0.626470
684 1.051080 1.015330 0.871236 1.059115 0.676527
685 1.017300 1.004970 0.963558 0.989015 0.507565
686 1.037200 0.971838 1.006415 0.957453 0.420498
687 1.024120 0.997930 1.021067 0.976843 0.448572
688 0.974756 1.027830 0.954609 1.028090 0.582863
689 1.001210 1.025880 1.007514 1.004535 0.499422
690 1.034900 1.022260 1.094200 0.968404 0.366726
691 1.024150 1.014600 1.018505 0.974677 0.467604
692 1.032550 0.999163 1.047057 0.997221 0.453495
693 0.957357 1.020080 0.946899 0.993743 0.505230
694 1.017640 0.993153 1.085748 0.977871 0.453925
695 1.036360 1.005930 0.996332 0.979357 0.431406
696 1.016500 1.010330 1.037044 0.969759 0.407594
697 1.007200 1.000050 0.962323 0.974747 0.495745
698 1.025390 0.999415 1.008580 0.992991 0.469280
699 1.008680 1.026560 0.972300 1.019773 0.475120
700 0.979949 1.051660 0.948643 1.004622 0.502484
701 1.010830 1.025740 0.952755 1.015832 0.566503
702 1.001420 0.974766 1.003708 0.958238 0.424083
703 1.001250 1.000500 1.010120 0.961563 0.514095
704 1.014490 1.026220 0.885394 1.033420 0.610813
705 1.001710 0.996851 1.010285 0.987974 0.426125
706 1.004360 0.988027 1.045714 0.955190 0.399080
707 1.011100 1.011630 0.978383 1.024303 0.502439
708 1.021600 0.996698 0.799916 1.286843 1.091925
709 1.022070 1.002740 0.999900 0.983266 0.487147
710 1.001990 1.002580 0.991640 0.990523 0.451442
711 0.993822 1.022850 0.954153 1.008010 0.519690
712 1.034410 0.998061 0.934241 1.016736 0.552693
713 1.001400 1.008150 1.007160 0.991727 0.486437
714 1.023680 0.979093 0.911003 1.022773 0.585341
715 0.958637 1.026600 0.893661 1.050042 0.651214
716 0.975630 1.039910 0.945206 1.014557 0.540098
717 1.015520 1.002920 1.040363 0.984238 0.515937
718 1.050520 0.997204 1.056171 0.957518 0.458652
719 0.992389 0.995542 0.942956 0.990670 0.551493
720 0.985642 1.004170 0.896647 1.018305 0.525218
721 1.004190 1.001340 1.003610 1.006408 0.453803
722 1.016320 0.990637 1.021334 1.000135 0.496702
723 1.020020 0.973630 0.955672 0.976181 0.489219
724 1.011590 1.016990 0.970399 1.019304 0.514791
725 1.034850 1.021020 1.008198 1.017889 0.487078
726 1.012240 1.001730 0.933470 0.992063 0.530180
727 0.991743 1.011280 0.890089 1.024621 0.713000
728 1.084670 0.998742 1.215394 0.936190 0.301681
729 1.017980 0.993257 1.016056 1.007484 0.498507
730 0.993637 0.991566 0.889073 1.005402 0.585842
731 0.988699 1.021410 0.906934 0.999764 0.514990
732 0.993517 1.025730 0.971871 1.002222 0.475830
733 1.008150 1.008660 0.980464 1.005012 0.493569
734 1.006780 0.993324 0.933556 0.997841 0.583271
735 0.997069 1.009040 0.891960 1.102715 0.775866
736 1.000570 1.001150 0.942543 1.007466 0.501902
737 1.030260 1.000590 0.930095 1.029451 0.563145
738 0.948666 1.014800 0.968075 0.979021 0.497750
739 1.016320 1.008900 1.003296 0.999081 0.479995
740 0.998150 1.000410 0.979080 1.005134 0.531497
741 0.981124 1.031180 0.980036 1.004575 0.505345
742 1.026360 0.998861 0.920698 1.014382 0.530999
743 1.010280 1.005790 1.035810 1.015648 0.505579
744 0.990362 0.993854 0.906207 0.986998 0.546113
745 1.023570 0.996239 1.029299 0.977207 0.417035
746 1.008200 0.993880 0.879569 1.029461 0.599689
747 1.013500 1.007380 0.946637 0.999003 0.550529
748 0.953782 0.987492 0.983863 0.957321 0.461324
749 1.035220 1.000220 1.023739 0.979463 0.450772
750 0.986415 1.003170 0.968258 1.002410 0.513399
751 0.999706 1.011610 0.971021 0.991320 0.478956
752 0.984312 1.025090 0.995628 0.990616 0.463822
753 0.976813 1.011920 0.950619 0.976856 0.491896
754 1.047520 1.008490 0.964188 1.033259 0.566984
755 0.996996 0.984966 0.975159 0.982028 0.449382
756 1.006750 1.018630 0.961809 1.022565 0.499830
757 1.003790 0.984697 0.902319 1.000291 0.561994
758 0.980885 1.003720 1.038752 0.970702 0.467160
759 1.026750 0.991102 0.981001 0.984302 0.528053
760 1.002630 1.004110 0.995379 0.997088 0.467613
761 0.923534 1.048650 0.866929 1.026707 0.590476
762 1.062820 0.960343 1.013096 0.972999 0.462029
763 0.997900 1.001790 0.945334 1.018561 0.534900
764 1.006090 1.009790 0.960664 1.021428 0.535738
765 1.021360 1.014910 0.914875 1.033467 0.567312
766 1.031130 0.991541 0.940972 1.012847 0.535850
767 0.952140 1.039550 0.952305 1.019501 0.533843
768 0.996658 1.024860 0.927003 1.028196 0.543670
769 0.977949 1.030040 0.950777 1.028160 0.551855
770 1.007640 1.003000 0.846098 1.036856 0.711586
771 1.002320 1.017590 0.975258 0.994233 0.485242
772 1.030020 0.998802 1.000011 0.978845 0.488778
773 1.016460 0.985580 1.014540 0.976938 0.495192
774 0.976050 1.051370 0.807140 1.115849 0.825574
775 0.980295 1.010360 0.964964 1.008205 0.521780
776 1.023280 0.972443 1.039131 0.962830 0.408923
777 0.976816 1.011470 0.991668 0.955003 0.407349
778 0.979561 1.000490 0.900966 1.027934 0.611368
779 1.057130 0.992406 0.929132 1.010797 0.579866
780 1.046500 0.984015 1.011594 0.989338 0.466105
781 1.008270 1.008830 0.996771 0.992704 0.498032
782 1.065840 0.995743 0.900072 1.015479 0.573691
783 1.001180 1.006230 0.978386 0.984924 0.455898
784 1.064620 0.982875 1.053596 0.963285 0.434754
785 1.005280 1.031890 0.973864 1.031585 0.522900
786 0.991773 1.019770 0.877959 1.034513 0.605650
787 1.015400 1.019110 0.945155 1.010755 0.556618
788 0.974211 1.023980 0.938408 1.033047 0.555781
789 1.025220 1.009490 0.914381 1.025934 0.577338
790 0.995047 1.016220 0.900950 1.024728 0.591653
791 1.010600 1.002790 0.881109 1.049754 0.612876
792 1.010120 1.010690 1.066060 0.937646 0.395290
793 1.008190 1.009740 0.976569 1.008124 0.525419
794 1.017700 1.001770 1.071870 0.950173 0.407338
795 0.988473 1.000790 0.908439 1.013255 0.613141
796 0.992041 1.005860 0.960060 0.987363 0.477715
797 1.021060 1.022730 0.912355 1.018514 0.617832
798 1.003830 1.020420 0.956309 1.025936 0.529761
799 1.051760 0.971800 1.025095 0.962436 0.386490
800 1.051270 0.996072 0.844303 1.062165 0.731934
801 1.022350 1.000660 1.103197 0.908423 0.277224
802 1.002030 1.011730 1.002574 1.026662 0.481239
803 1.011280 1.004100 1.043267 0.964769 0.399062
804 1.041650 0.996799 0.998298 1.006590 0.448082
805 1.029410 1.009700 1.002100 0.976243 0.439096
806 1.001970 1.023420 0.956700 1.011570 0.567461
807 1.047030 0.984571 0.994326 0.994084 0.515716
808 1.055390 0.992567 1.054536 0.994048 0.441248
809 0.956063 0.990042 0.962265 0.980359 0.487041
810 1.008200 1.025220 0.989938 1.015646 0.454167
811 1.066290 0.993980 0.968519 1.016525 0.553339
812 1.032240 1.006710 0.990782 0.989604 0.460662
813 1.028470 0.985418 1.188146 0.894669 0.322834
814 1.018710 1.008370 0.993384 0.985267 0.447999
815 0.991880 1.008440 0.959886 0.973224 0.508917
816 1.027750 0.993288 0.938940 1.028243 0.604702
817 0.983849 1.013920 0.978952 1.005574 0.477608
818 1.009990 1.013300 0.932103 1.002332 0.499037
819 1.032270 0.990840 1.043075 0.964960 0.443014
820 1.015650 0.986327 1.022704 0.975874 0.525151
821 0.999376 1.001710 1.018479 0.986228 0.505405
822 0.979780 1.041370 0.928441 1.029618 0.563867
823 0.995252 1.007590 0.878496 1.028533 0.587702
824 1.008140 0.997492 0.897475 0.997480 0.584769
825 1.008820 1.035430 0.968992 0.990138 0.491469
826 1.016170 1.037560 0.879961 1.062317 0.621889
827 0.984571 1.009450 0.920998 1.025168 0.577299
828 0.993924 1.024810 0.916327 1.039194 0.613078
829 0.997031 1.014940 0.972776 1.008155 0.532749
830 0.994474 1.022710 0.984491 1.018999 0.520264
831 0.991757 1.008600 0.930459 1.019812 0.548331
832 1.001180 1.016070 0.974201 1.011249 0.493187
833 1.043480 1.016680 1.032458 0.979379 0.458319
834 1.021290 0.983641 1.013241 0.970264 0.428386
835 0.978094 0.993099 0.981548 0.996181 0.484003
836 1.047940 0.977329 0.979597 0.965960 0.522823
837 1.017560 1.002470 0.988493 0.988979 0.456087
838 1.032930 0.998158 0.979034 1.000287 0.486785
839 1.004900 1.010320 1.011213 0.973348 0.445042
840 1.019400 1.007680 0.999090 0.985994 0.437878
841 1.046750 1.017360 1.014086 1.022194 0.493089
842 1.001180 1.003380 0.981341 0.977617 0.488748
843 1.025340 1.001870 1.050543 0.968002 0.384329
844 1.033540 1.018940 1.004356 1.027115 0.579874
845 1.001430 1.016000 0.981668 1.001851 0.512383
846 0.991808 1.006890 0.902008 1.010700 0.559089
847 0.993329 1.013660 0.942536 1.007825 0.550213
848 1.018500 1.021120 1.035517 1.012565 0.464643
849 0.976116 0.995966 0.935569 0.998934 0.492981
850 1.060990 1.010620 0.922579 1.024282 0.596550
851 1.070100 0.993534 1.038108 0.998500 0.476514
852 1.011530 1.037710 0.831994 1.087851 0.762230
853 1.100090 0.975829 1.065412 0.965764 0.359364
854 1.012730 1.020810 0.989316 1.031451 0.559094
855 1.042950 0.972666 0.992199 0.956585 0.467079
856 1.015420 0.993003 0.976547 0.972497 0.435227
857 0.994370 1.024170 0.855192 1.051027 0.642455
858 1.036480 1.011980 1.022104 1.000681 0.461720
859 0.986453 1.017490 0.984255 0.988139 0.455300
860 0.984533 1.010040 0.972370 1.017233 0.541181
861 1.013300 1.012090 1.283282 0.938962 0.190090
862 0.993399 1.025690 0.857807 1.057186 0.673143
863 1.004880 1.012430 1.046449 0.985488 0.442911
864 1.058670 0.994608 0.972457 0.995263 0.567619
865 1.037650 1.007520 0.936489 1.032458 0.568390
866 0.969367 1.019760 0.861221 1.031595 0.633530
867 1.056440 0.995613 0.961135 1.021054 0.533630
868 1.008560 0.996329 0.927824 0.997737 0.517652
869 1.007050 1.016460 0.969725 1.018760 0.474649
870 1.012880 1.015690 1.013388 0.994376 0.440742
871 1.017450 0.999117 0.951918 0.986887 0.462005
872 1.011190 0.984502 0.878369 1.013401 0.632780
873 1.021470 0.990102 0.965731 1.002254 0.515099
874 1.014300 0.983377 1.008930 0.988551 0.469301
875 1.014350 1.008760 0.962036 1.031104 0.493379
876 0.971394 1.003140 0.918238 0.993567 0.485819
877 0.973199 1.015990 0.933797 1.014372 0.563918
878 0.986466 1.018520 0.891541 1.052071 0.602106
879 1.013040 1.001140 0.952502 0.964486 0.476694
880 1.013130 0.997353 1.040853 0.964404 0.392762
881 1.039470 0.981430 1.041138 0.973154 0.392863
882 0.943054 1.061990 0.929620 1.047292 0.583198
883 1.013150 1.009750 0.955956 1.011707 0.509225
884 0.984622 1.001100 0.989160 0.974087 0.458888
885 1.023030 1.004870 0.974100 0.988584 0.609260
886 1.047450 0.976299 1.053711 0.930988 0.357726
887 0.964377 1.004070 0.959491 0.985828 0.469867
888 1.021190 1.005210 1.061888 1.001066 0.511114
889 0.999371 1.006210 0.942263 0.954061 0.500054
890 1.028840 0.996556 0.909907 1.031450 0.561798
891 0.972066 0.998507 0.860704 0.995039 0.586009
892 1.007600 1.005840 0.987082 1.019936 0.521880
893 1.014730 1.056520 0.905923 1.061873 0.665240
894 0.962873 1.008640 1.003759 0.995447 0.505822
895 1.029200 0.999272 1.003974 1.004008 0.472407
896 1.011910 0.994947 0.911077 1.019715 0.612845
897 0.989826 0.993086 1.020295 0.990271 0.499548
898 0.999926 1.006460 1.116509 0.940898 0.378621
899 1.009820 0.990281 0.931304 1.016511 0.560906
900 1.008150 1.013860 0.995143 1.006749 0.459957
901 0.958597 1.032690 0.934372 1.030340 0.529884
902 1.014910 1.022790 1.012984 0.994418 0.482307
903 0.967582 1.034830 0.934410 1.016536 0.539191
904 1.067770 1.013330 0.931783 1.042509 0.607979
905 1.009520 1.021570 0.899055 1.026007 0.588141
906 1.040680 1.008640 1.003678 1.000650 0.452853
907 1.064570 1.002340 1.062299 0.974505 0.415252
908 1.013100 1.000130 0.994454 0.991268 0.483241
909 1.020690 1.011900 0.961754 1.022353 0.510056
910 1.027350 1.009280 0.961736 1.026048 0.557292
911 1.021680 0.992968 0.977970 0.997841 0.478165
912 0.991093 0.998878 1.028890 0.993351 0.448137
913 1.013900 1.012560 0.982018 0.988376 0.490048
914 0.985164 1.012660 0.922129 1.004916 0.530375
915 1.046350 1.000100 0.977175 0.983920 0.501293
916 1.001600 0.993067 0.995186 0.982265 0.405679
917 1.011100 0.974106 0.871273 0.984408 0.552239
918 1.015300 1.006440 1.042082 0.991129 0.471336
919 1.011460 1.029700 0.980102 1.016165 0.498901
920 1.020480 1.042300 0.952475 1.059976 0.639286
921 1.055260 0.986732 0.997535 0.967042 0.453768
922 1.045760 0.986950 0.949195 0.968947 0.477997
923 0.991783 1.011970 0.875490 1.016967 0.562575
924 1.009620 0.964364 0.869999 0.989890 0.590116
925 1.009400 1.025480 1.025374 1.001081 0.457507
926 1.017950 1.008630 0.962000 1.006223 0.551744
927 1.008430 1.014510 0.894207 1.041056 0.685794
928 0.996282 1.005530 0.963547 1.010763 0.552148
929 1.026440 1.003270 0.965129 0.993989 0.519039
930 0.999907 0.995668 0.921911 1.002374 0.508543
931 1.010220 1.018540 0.827386 1.087521 0.778490
932 1.030180 1.027770 1.038238 1.021109 0.521392
933 1.062380 1.009520 0.985393 1.013676 0.578543
934 1.025310 0.996965 0.969650 0.999875 0.542819
935 0.979874 1.001290 0.945179 1.008200 0.524128
936 1.011570 1.004560 0.946929 0.979541 0.487745
937 1.012830 0.993758 0.956694 1.021200 0.538816
938 0.998301 0.996902 0.999979 0.972342 0.450161
939 0.950992 1.025840 0.898016 1.025773 0.591800
940 1.005900 1.016600 1.025518 0.996437 0.559562
941 1.040240 0.984463 1.069471 0.967366 0.388632
942 1.056330 1.003920 0.941114 1.018312 0.527189
943 0.997967 1.008130 0.913838 1.014950 0.571860
944 0.961408 1.026760 0.923975 1.005422 0.527891
945 0.993452 1.022120 1.042760 0.999332 0.539082
946 1.003720 1.000580 1.008337 0.982268 0.539443
947 1.047880 0.993808 1.012892 0.974686 0.421982
948 1.029640 1.002170 1.023725 0.974217 0.467257
949 1.017680 1.018950 0.995539 1.018103 0.486421
950 1.024220 0.990839 0.986130 1.008739 0.452711
951 1.027040 1.006270 1.053220 0.974149 0.429203
952 1.034970 1.003660 1.018302 1.004183 0.485041
953 1.034260 0.996345 0.796547 1.063670 0.707920
954 0.979578 1.013720 0.790529 1.061172 0.691949
955 1.028010 1.012470 0.952484 1.021978 0.549285
956 1.040210 0.990075 1.050729 0.937981 0.369988
957 1.003210 0.998402 0.945218 1.000067 0.529441
958 1.027610 0.989816 0.976727 0.977342 0.481413
959 0.978711 1.031420 0.955134 1.037916 0.565358
960 0.946722 1.015590 0.966476 1.010017 0.503978
961 1.002050 1.016630 1.051489 1.002854 0.424290
962 1.029900 1.007820 0.897096 1.044092 0.647684
963 1.012310 0.986786 0.912392 0.996807 0.537403
964 1.013310 1.003320 1.058679 0.932173 0.435145
965 1.029800 1.018110 0.850495 1.059222 0.708507
966 1.022020 0.986571 0.910281 1.028576 0.625676
967 0.986772 1.011910 0.908370 1.014214 0.638192
968 1.011310 1.011860 1.047067 0.939661 0.422523
969 1.018820 0.968202 0.897282 0.996178 0.619630
970 0.973291 1.023910 1.012494 1.007740 0.551338
971 1.016910 0.981324 1.034814 0.944506 0.415326
972 0.990836 1.007860 0.985723 0.983258 0.489132
973 0.995069 0.995044 0.979842 1.006885 0.529600
974 1.014060 1.001140 0.913556 0.992314 0.545271
975 1.001060 1.012970 0.894646 1.039859 0.667988
976 1.009570 0.994044 0.842586 1.047514 0.661232
977 0.978758 1.014910 0.852824 1.038943 0.640977
978 1.024920 1.027100 1.029915 1.001725 0.567476
979 1.030410 0.996969 0.916908 1.019497 0.542897
980 1.011980 0.977108 0.965623 0.969861 0.513281
981 1.017070 0.989337 0.978650 0.971061 0.445092
982 1.006500 0.998063 0.918590 1.031084 0.621830
983 1.021480 1.024250 1.027510 1.001981 0.539656
984 0.955342 1.051730 0.955735 1.034369 0.570773
985 0.985843 1.009560 0.991156 1.014115 0.535416
986 1.000050 1.027120 0.919208 1.013189 0.548151
987 1.058890 0.989474 1.004116 0.979869 0.491306
988 1.038450 1.026190 0.955399 1.025917 0.587314
989 1.020790 0.996109 0.993678 1.013915 0.485359
990 0.985393 1.008610 0.776334 1.046780 0.741777
991 1.004270 1.028880 0.878213 1.060565 0.605870
992 1.024990 1.003800 0.868863 1.056571 0.720839
993 0.986502 0.996867 1.051319 0.970189 0.449942
994 0.992831 1.006780 0.926181 0.991029 0.504326
995 0.976084 1.045220 0.901456 1.049345 0.581064
996 1.035080 0.967050 1.025877 0.949411 0.373044
997 1.004280 1.030600 0.971077 1.009230 0.506299
998 1.011880 1.001250 0.895108 1.015271 0.532184
999 1.031810 0.990565 1.030545 0.992963 0.505287
1000 0.996319 1.026270 0.995399 0.956275 0.390145
1001 0.996877 1.011150 0.935583 1.003230 0.544765
1002 1.012560 1.003420 0.959363 0.986540 0.520433
1003 1.014870 1.001670 0.955182 1.018929 0.558276
1004 1.037030 1.003720 0.986335 1.008613 0.460268
1005 0.988559 1.000790 1.064416 0.977343 0.472005
1006 1.056070 0.986981 1.009015 1.006834 0.539382
1007 1.000900 1.015320 0.964404 1.005647 0.507700
1008 1.059400 0.999884 1.049389 0.981025 0.451971
1009 1.002970 1.007120 0.911985 1.008755 0.541430
1010 0.992348 1.014520 0.997294 0.991598 0.477759
1011 0.983730 0.995593 0.935596 0.996719 0.528070
1012 0.984108 0.972516 0.985245 0.964137 0.442246
1013 0.977694 1.017490 0.938750 0.982200 0.540477
1014 1.021520 1.025410 0.895941 1.027936 0.569894
1015 1.051920 1.018010 0.953491 1.049004 0.606609
1016 1.000390 1.007150 1.004340 1.009109 0.444472
1017 1.014800 1.018400 0.907796 1.044190 0.596559
1018 0.951683 1.016430 0.967552 0.995958 0.451541
1019 1.042030 1.001090 0.944795 1.016084 0.568895
1020 1.040560 0.982206 0.943885 1.010901 0.527487
1021 1.046140 0.988793 1.000284 0.996990 0.444915
1022 1.001970 1.026990 0.866763 1.041133 0.680037
1023 1.031950 0.989998 1.017355 0.993044 0.419041
1024 1.050560 0.992402 0.957420 1.017303 0.522092
1025 1.003110 0.993792 0.995314 0.986628 0.455701
1026 1.026150 1.010610 0.824590 1.010415 0.589847
1027 1.017780 0.998358 0.859178 1.030920 0.606964
1028 0.993486 1.018390 0.964300 0.988537 0.470551
