#mockID apara_BAO aperp_BAO apara_RSD aperp_RSD fs8
264 1.027030 1.021740 0.949569 1.019441 0.518943
265 1.034570 0.994772 1.076101 0.972297 0.481736
266 1.033080 0.988099 1.045787 1.002496 0.444094
267 1.007080 0.990480 0.815100 1.045407 0.669530
268 1.002840 1.036070 1.011204 0.973768 0.418746
269 1.063800 0.962377 0.998380 0.976222 0.445348
270 1.026400 0.995383 0.983091 0.994047 0.468034
271 0.994639 1.024830 0.990405 1.011158 0.552659
272 1.035450 0.997757 1.038653 0.968896 0.493789
273 1.006860 1.017090 0.916232 1.022945 0.565427
274 1.006100 1.021750 0.993705 1.010084 0.499674
275 1.024460 1.000690 0.962405 0.985670 0.476166
276 0.981857 1.003420 0.841949 1.010947 0.678086
277 0.973679 1.026760 0.919936 1.023648 0.603072
278 0.943763 1.016960 0.908641 1.006399 0.529662
279 1.008060 1.006780 0.968070 1.003176 0.497733
280 1.023540 0.994729 0.933195 0.999919 0.493309
281 1.008350 1.025830 0.950751 1.002805 0.475880
282 1.026170 1.014240 1.092162 0.906197 0.322045
283 1.036330 1.017660 1.014416 1.030150 0.539293
284 1.024470 0.987133 1.011551 0.981895 0.444412
285 1.019980 0.998361 0.882391 1.035428 0.584981
286 0.992276 0.985817 1.087436 0.901750 0.320291
287 0.986915 0.998238 0.989139 0.970092 0.393875
288 1.040540 1.004730 1.091951 0.954605 0.351148
289 1.006330 0.986219 1.016069 0.986185 0.486903
290 1.040350 0.984077 0.999544 0.994330 0.453114
291 0.969771 1.021550 0.920230 1.014732 0.576229
292 1.082140 0.994004 1.001355 1.003452 0.453174
293 1.001630 1.028030 0.861594 1.060311 0.719944
294 0.985908 1.016460 0.861245 1.050869 0.653249
295 1.026880 1.011440 1.021893 0.997679 0.442298
296 1.030330 1.009790 0.980272 0.994356 0.515176
297 0.995531 1.008020 0.979519 1.001903 0.546196
298 1.027730 0.991442 0.832703 1.026903 0.715706
299 1.003370 1.020070 0.964976 1.003267 0.496858
300 1.041360 1.005270 0.963351 0.987226 0.484015
301 1.003820 1.001480 0.989329 0.994482 0.459366
302 0.972250 0.992029 0.948349 0.992858 0.471882
303 1.001780 1.018450 0.939472 1.005975 0.547458
304 1.020790 1.025770 0.832921 1.081715 0.683179
305 1.036310 0.985100 1.048318 0.976394 0.442177
306 1.006070 1.018790 0.997625 0.992981 0.474619
307 1.016630 1.015730 0.956898 1.040157 0.491656
308 1.033200 0.989504 0.942588 0.991735 0.538392
309 1.040960 0.974400 0.945695 0.984137 0.510235
310 1.067030 0.960450 1.033611 0.976393 0.448376
311 1.038270 0.992474 0.992858 0.995474 0.462595
312 0.997534 0.980543 0.960821 0.967091 0.459438
313 1.033510 0.985657 0.968086 0.971828 0.493331
314 0.995148 1.013990 1.006967 0.971295 0.513265
315 1.016680 1.006090 1.012676 0.973461 0.428855
316 1.008230 1.009940 0.975420 0.994249 0.444897
317 0.938504 1.034400 0.877593 1.026627 0.632110
318 1.003480 1.011470 0.991481 0.976906 0.441690
319 1.003460 1.011350 0.967404 1.017168 0.522121
320 0.982585 1.002540 0.932347 0.994541 0.527479
321 1.021780 0.987070 1.039696 0.959549 0.439327
322 1.070960 0.995084 0.992964 0.972922 0.518641
323 0.979108 1.018340 0.942076 1.016027 0.524079
324 0.996998 1.018930 0.950035 1.040109 0.554504
325 1.021100 0.964599 1.118448 0.900876 0.293647
326 0.973272 1.012730 0.948184 1.025351 0.535202
327 1.004870 0.998935 0.933580 0.992633 0.532308
328 1.033590 1.002610 0.960493 0.971288 0.461179
329 1.052150 1.012910 0.966794 1.028299 0.571323
330 1.037140 0.971637 1.011957 1.007998 0.483685
331 1.052150 1.016660 0.773635 1.079400 0.768279
332 0.996628 0.972371 0.943775 1.014144 0.561079
333 0.966609 1.001400 0.855178 1.026726 0.610182
334 1.066690 0.984227 1.019926 0.990484 0.473507
335 1.084060 1.000560 1.034697 0.991791 0.486816
336 0.996887 1.025860 0.946318 0.998133 0.561605
337 0.993736 0.998802 1.004385 0.991712 0.456948
338 0.993207 1.016080 0.970486 1.000059 0.457209
339 1.013650 0.996648 1.016212 0.940851 0.348908
340 0.987833 0.989089 0.898139 1.003898 0.523211
341 1.027950 0.999660 0.969917 1.007839 0.523690
342 1.017590 1.010040 1.016965 0.972342 0.430490
343 0.948994 1.020450 0.951261 0.970748 0.509903
344 1.006650 1.037920 0.975368 1.046867 0.492982
345 1.033420 0.996108 1.011187 0.997494 0.429942
346 0.985623 1.028660 0.968887 1.016817 0.503841
347 1.027380 0.987174 0.966477 0.972160 0.435810
348 0.983048 1.017480 0.853341 1.044734 0.669844
349 0.963946 1.010960 1.001784 1.011984 0.502502
350 1.007730 1.012790 0.933465 1.012129 0.556122
351 1.031170 1.007610 0.902851 1.056106 0.695686
352 1.031110 1.009100 0.962827 1.014290 0.485934
353 0.992220 1.013120 0.947432 1.027635 0.581200
354 0.935332 1.011480 0.890758 1.049355 0.662578
355 1.016660 0.979591 0.852713 0.985639 0.566697
356 0.990510 1.010840 0.954161 1.003929 0.554567
357 1.053480 1.033500 0.994879 1.028509 0.516776
358 1.018630 1.001040 1.036983 0.969770 0.447631
359 1.003530 0.996986 0.990765 0.989118 0.518230
360 0.983149 0.979815 0.951116 0.970020 0.463018
361 0.994931 1.016590 1.005703 0.977754 0.475869
362 1.026330 1.000670 1.001530 0.966184 0.442974
363 1.030040 1.016090 0.819785 1.068861 0.686193
364 1.026360 1.002440 0.940015 1.003526 0.506072
365 0.979470 1.010320 0.906823 0.999497 0.514973
366 0.985530 0.980937 0.989114 0.972402 0.463783
367 0.997830 0.973565 0.974818 0.960914 0.414937
368 0.951847 1.026640 0.928185 1.045861 0.563881
369 1.098590 0.988583 1.069452 0.979118 0.452797
370 1.037400 1.009550 0.983158 0.980699 0.433440
371 1.013740 1.009310 0.963591 1.026646 0.532533
372 1.030360 1.005870 0.982965 1.009496 0.486801
373 1.035940 0.962616 1.017568 0.950983 0.433169
374 1.024840 0.997370 0.963210 0.988389 0.485117
375 1.027230 1.004170 1.001336 0.979200 0.491483
376 1.001020 0.985934 0.978710 1.000349 0.518443
377 0.954061 1.023940 0.935612 1.010703 0.511433
378 1.019910 0.994234 0.974165 1.001465 0.493112
379 1.009610 1.002920 1.068459 0.996223 0.431727
380 1.018060 1.006420 0.964855 1.016707 0.587310
381 0.991285 1.032650 0.958414 0.983291 0.509788
382 0.940204 1.024560 0.940034 1.014457 0.537072
383 0.983942 1.025420 0.862488 1.026428 0.607199
384 1.036310 1.007920 1.016768 1.018723 0.538750
385 0.944163 1.018080 0.958456 1.010744 0.519306
386 1.061140 0.984316 0.968752 0.979817 0.479223
387 1.023320 0.990805 0.961038 0.988830 0.515815
388 0.998384 1.013450 0.899397 0.996463 0.528283
389 1.009870 0.982779 1.048486 0.956693 0.358608
390 1.005330 1.012900 0.969885 1.011632 0.517385
391 0.978113 1.001330 0.886323 1.003417 0.531040
392 1.013880 1.017360 0.985511 0.964131 0.459996
393 0.957149 1.036530 0.931377 1.028878 0.588344
394 0.974523 0.989896 1.012346 0.989750 0.470422
395 1.031270 0.996861 0.978983 0.997418 0.471890
396 1.023490 1.016590 0.952002 1.032555 0.595922
397 0.990474 1.050210 0.975039 1.007854 0.531617
398 1.028860 0.995780 1.017557 1.000477 0.533585
399 0.930588 1.034040 0.870736 1.016343 0.625746
400 0.949306 1.014510 0.866726 1.040578 0.637908
401 1.029640 1.005580 1.014147 0.977427 0.444706
402 1.015680 0.991679 1.012790 0.970929 0.462921
403 1.005000 0.988256 0.991133 0.983994 0.432595
404 1.005530 0.973052 1.020926 0.937999 0.401998
405 0.982569 1.014710 0.909720 1.012243 0.594332
406 0.995540 1.016990 0.944042 1.030468 0.581216
407 0.960825 1.001040 0.948012 0.991966 0.497654
408 1.015610 0.990094 1.014537 0.978615 0.420267
409 0.989077 1.012360 0.970070 1.007142 0.483771
410 1.023530 1.001120 0.951792 1.009879 0.525757
411 0.988879 1.008520 0.940834 0.996902 0.517572
412 0.996101 1.011100 0.933310 0.998893 0.530572
413 1.020640 1.011530 1.039505 0.995823 0.475474
414 0.985050 0.961780 0.901838 0.992121 0.531182
415 1.014600 1.002110 0.983540 1.006158 0.457054
416 1.025420 0.992770 1.021046 0.978072 0.434306
417 1.005920 1.009240 1.014766 0.971641 0.417780
418 0.995655 0.995912 1.009829 0.984228 0.488378
419 1.007910 1.019560 1.090276 0.983818 0.429592
420 0.973607 1.017410 0.941026 1.021578 0.529712
421 0.970600 1.037220 0.916600 0.997185 0.547260
422 1.047220 0.986310 1.135072 0.957528 0.300930
423 1.031660 1.017550 0.793799 1.038101 0.651896
424 1.007790 1.002190 0.959565 1.003370 0.492983
425 1.003670 1.013350 0.985761 1.009556 0.555814
426 0.951965 1.001820 0.915440 1.011065 0.537176
427 1.031250 1.020080 0.929528 1.009361 0.529645
428 1.033630 0.983719 0.999237 0.977690 0.487068
429 1.071580 0.974235 0.906580 0.984645 0.505401
430 1.035590 0.999510 1.064356 0.972690 0.407154
431 1.007470 1.007690 0.853893 1.043903 0.635543
432 1.010700 1.015980 0.973179 1.008379 0.497899
433 1.007460 1.041440 0.885566 1.056714 0.595965
434 0.977929 1.034280 0.970892 1.016215 0.497105
435 1.034610 0.983939 1.022262 0.980662 0.477841
436 0.993631 1.003230 0.992235 0.990189 0.439533
437 1.015880 1.001870 1.020502 0.991581 0.474565
438 0.998272 1.028730 0.854452 1.034540 0.668558
439 0.997346 1.003900 0.926739 1.024045 0.557960
440 0.956409 1.034190 0.990545 1.006537 0.469319
441 1.020670 1.005140 1.037139 0.985554 0.459887
442 0.982414 1.054850 0.972278 1.054195 0.528159
443 1.025400 0.994528 1.041709 0.970176 0.472527
444 1.024890 0.987807 1.015019 0.963557 0.444573
445 1.013260 1.014590 0.953902 1.019945 0.579048
446 0.999605 0.998172 0.970709 1.015080 0.527001
447 0.972443 1.039200 0.930503 1.032847 0.543609
448 1.029120 0.987224 1.075327 0.973438 0.414679
449 1.071910 0.998109 1.053203 1.010209 0.474789
450 0.957751 1.024520 0.969624 1.021574 0.516206
451 0.991459 1.009740 0.994342 1.008377 0.444726
452 1.008070 1.013070 0.901488 1.027183 0.583756
453 1.067440 0.975855 1.008944 0.968061 0.434438
454 1.043260 1.011340 0.908053 1.031373 0.637212
455 0.989322 1.009240 1.010294 0.991252 0.473345
456 1.001180 1.006240 0.983186 1.008631 0.566165
457 0.990754 1.007860 0.940134 1.038699 0.580907
458 1.009610 0.991519 1.032698 0.990906 0.489902
459 1.018440 0.995777 0.994127 0.994692 0.528165
460 0.971128 1.000490 0.935743 0.998821 0.501945
461 0.991276 1.018180 0.941055 1.026509 0.582222
462 1.025290 1.005980 0.923150 1.065548 0.701688
463 0.988122 1.003630 0.807950 1.034808 0.647859
464 1.008070 1.012420 1.017876 0.991229 0.438749
465 0.979798 1.015370 0.900367 1.003613 0.583826
466 1.006180 1.000620 0.978172 0.996766 0.470984
467 1.032350 1.034070 0.991222 1.019271 0.539867
468 1.019050 1.006170 0.962690 0.997577 0.488056
469 1.065410 1.019740 0.874984 1.056428 0.646195
470 0.970953 1.002190 0.911679 0.994946 0.539977
471 1.006840 0.994841 0.965415 0.975174 0.431357
472 0.991127 1.030390 0.969561 1.022475 0.540538
473 0.999143 1.005100 1.000965 0.975781 0.458425
474 0.985516 1.003410 0.835915 1.041049 0.630879
475 1.013960 1.028280 0.974004 1.026750 0.521264
476 1.027510 1.007370 1.023843 0.998290 0.463228
477 0.991498 0.974028 0.959167 0.974819 0.444852
478 1.047500 0.981803 0.967146 1.001587 0.506173
479 1.049040 0.986881 1.014678 0.990666 0.424994
480 0.994316 1.004470 1.006400 0.999273 0.483606
481 1.014800 0.997177 0.990703 0.977541 0.458527
482 0.990867 1.003700 1.040839 0.991738 0.438442
483 1.021650 1.003430 0.954386 1.006474 0.504573
484 0.949095 1.004810 0.948444 0.987359 0.453756
485 1.024150 1.012170 0.990462 0.998669 0.480943
486 1.010810 1.008490 1.024958 0.990250 0.458517
487 1.000480 1.005480 0.969938 0.972603 0.494982
488 0.990924 1.035660 0.932773 1.025789 0.581493
489 0.986952 0.974468 0.969101 0.976846 0.423630
490 0.967231 1.010600 0.912735 1.035983 0.608910
491 0.969484 1.005690 0.895596 1.016482 0.590270
492 0.970302 0.995444 0.981296 0.978997 0.437591
493 1.004560 1.032500 0.837864 1.051460 0.626954
494 1.019480 0.972007 0.993379 0.947038 0.489055
495 0.946469 1.022870 0.914969 1.019855 0.568825
496 1.018490 1.014730 0.927046 0.994174 0.551149
497 1.005640 1.039370 0.862909 1.051055 0.700958
498 0.972604 1.044210 0.917441 1.035255 0.584970
499 1.043310 1.006820 0.897940 1.036259 0.640948
500 1.046420 0.992158 1.036793 0.968610 0.426582
501 0.979966 1.022040 1.006388 0.980463 0.378498
502 1.004480 1.016260 1.002515 1.005324 0.531485
503 0.997600 1.015580 0.966202 1.009489 0.552789
504 0.972432 1.008640 0.940023 1.007406 0.551309
505 0.978067 1.010340 0.912236 1.037397 0.609157
506 0.979877 1.032330 0.977037 1.024447 0.499871
507 1.057050 1.008230 0.975288 1.018339 0.537422
508 1.008210 0.985470 0.973927 0.966269 0.402819
509 0.994646 1.010780 0.948067 0.971590 0.478137
510 0.997328 0.979812 0.983490 0.940232 0.397333
511 1.041420 1.022050 1.104757 0.945825 0.427835
512 0.992989 0.972090 0.952417 0.974028 0.540404
